pos,step_decoded,conf_decoded,token_id,token_str
161,108,0.494140625,560,Ġcan
163,109,0.404296875,297,Ġto
162,110,0.99609375,2051,Ġlead
164,111,0.87109375,259,Ġa
165,112,0.8828125,14253,Ġnarrow
169,113,0.48828125,13,.
168,114,0.72265625,5324,Ġeducation
170,115,0.56640625,14285,ĠStudents
171,116,0.80078125,1115,Ġmay
167,117,0.41015625,300,Ġof
166,118,0.66796875,2653,Ġview
174,119,0.33203125,297,Ġto
175,120,0.67578125,109849,Ġmemorize
172,121,0.76953125,367,Ġbe
176,122,0.42578125,1698,Ġinformation
173,123,0.38671875,18660,Ġencouraged
178,124,0.419921875,1040,Ġthan
177,125,1.0,4571,Ġrather
180,126,0.173828125,403,Ġit
179,127,0.4609375,2725,Ġunderstand
181,128,0.37109375,11,","
182,129,0.462890625,818,Ġwhich
183,130,0.73828125,560,Ġcan
184,131,0.640625,372,Ġst
185,132,1.0,30822,ifle
186,133,0.44921875,20510,Ġcreativity
187,134,0.94921875,301,Ġand
189,135,0.703125,6350,Ġthinking
188,136,0.98046875,7374,Ġcritical
190,137,0.9453125,13,.
192,138,0.38671875,11,","
191,139,0.7734375,14143,ĠAdditionally
193,140,0.640625,268,Ġthe
194,141,0.52734375,20847,Ġemphasis
195,142,0.99609375,366,Ġon
196,143,0.484375,1620,Ġtest
198,144,0.81640625,560,Ġcan
197,145,0.56640625,14068,Ġscores
199,146,0.6328125,2818,Ġcreate
200,147,0.7265625,259,Ġa
201,148,0.4375,6951,Ġculture
202,149,0.921875,300,Ġof
204,150,0.578125,11,","
205,151,0.87109375,1387,Ġwhere
203,152,0.8203125,84529,Ġconformity
206,153,0.7265625,3248,Ġstudents
208,154,0.546875,11080,Ġteachers
207,155,0.97265625,301,Ġand
211,156,0.5859375,297,Ġto
209,157,0.8046875,2428,Ġfeel
210,158,0.56640625,93427,Ġpressured
212,159,0.328125,27512,Ġconform
213,160,1.0,297,Ġto
216,161,0.404296875,301,Ġand
215,162,0.4765625,13640,Ġexpectations
214,163,0.76171875,3267,Ġcertain
218,164,0.4765625,13,.
219,165,0.625,1077,ĠThis
220,166,0.96875,560,Ġcan
223,167,0.76953125,259,Ġa
222,168,0.921875,297,Ġto
221,169,0.99609375,2051,Ġlead
225,170,0.81640625,300,Ġof
224,171,0.9765625,6446,Ġlack
226,172,0.51171875,88029,Ġindividuality
227,173,0.92578125,301,Ġand
217,174,0.62109375,9616,Ġstandards
228,175,0.2421875,259,Ġa
230,176,0.3984375,366,Ġon
229,177,0.984375,3476,Ġfocus
239,178,0.1884765625,198,Ċ
240,179,0.5859375,198,Ċ
238,180,0.95703125,13,.
243,181,0.609375,11,","
241,182,0.98046875,846,In
244,183,0.86328125,1816,Ġwhile
242,184,0.77734375,13445,Ġconclusion
236,185,0.412109375,301,Ġand
234,186,0.6640625,3379,Ġpersonal
235,187,0.9453125,5003,Ġgrowth
233,188,0.87109375,1040,Ġthan
232,189,0.98828125,4571,Ġrather
237,190,0.5859375,3562,Ġdevelopment
231,191,0.32421875,27999,Ġgrades
245,192,0.91796875,259,Ġa
246,193,0.9921875,40831,Ġstandardized
250,194,0.96484375,5324,Ġeducation
247,195,1.0,11,","
248,196,1.0,1620,Ġtest
249,197,1.0,24763,-driven
251,198,1.0,1652,Ġsystem
252,199,0.84765625,1115,Ġmay
260,200,0.50390625,25321,Ġachievement
257,201,0.9140625,1487,Ġway
258,202,0.99609375,297,Ġto
259,203,0.99609375,5326,Ġmeasure
256,204,0.66015625,313,st
254,205,1.0,268,Ġthe
255,206,1.0,69052,Ġfaire
253,207,0.98046875,367,Ġbe
261,208,0.91015625,3717,Ġacross
262,209,0.99609375,654,Ġall
263,210,1.0,3248,Ġstudents
264,211,0.99609375,11,","
265,212,0.87109375,403,Ġit
266,213,0.474609375,560,Ġcan
267,214,0.89453125,911,Ġalso
272,215,0.55078125,84529,Ġconformity
271,216,0.9921875,13391,Ġreward
270,217,0.99609375,301,Ġand
268,218,0.984375,11863,Ġkill
269,219,0.99609375,35038,Ġcuriosity
273,220,0.91015625,13,.
276,221,0.2451171875,2489,Ġimportant
274,222,1.0,963,ĠIt
275,223,0.94921875,341,Ġis
277,224,0.9140625,297,Ġto
278,225,0.466796875,17491,Ġstrike
279,226,1.0,259,Ġa
280,227,1.0,8652,Ġbalance
281,228,0.94921875,1745,Ġbetween
284,229,0.294921875,301,Ġand
282,230,0.546875,40831,Ġstandardized
283,231,0.91015625,7750,Ġtesting
285,232,0.74609375,880,Ġother
287,233,0.8046875,300,Ġof
286,234,0.90625,7912,Ġforms
288,235,0.94921875,11563,Ġassessment
289,236,0.36328125,11,","
290,237,0.6640625,1435,Ġsuch
291,238,1.0,409,Ġas
292,239,0.349609375,62616,Ġportfolios
308,240,0.96875,126081,<|endoftext|>
306,241,0.99609375,13,.
307,242,1.0,126348,<|eot_id|>
293,243,0.9140625,301,Ġand
296,244,0.6171875,11,","
297,245,0.88671875,297,Ġto
299,246,0.82421875,259,Ġa
300,247,0.91796875,778,Ġmore
304,248,0.9375,6137,Ġstudent
303,249,0.99609375,300,Ġof
298,250,0.75,2598,Ġprovide
301,251,0.67578125,12151,Ġcomprehensive
302,252,0.62890625,2653,Ġview
305,253,0.51953125,25321,Ġachievement
294,254,0.2392578125,15939,Ġrub
295,255,1.0,7390,rics
